address,business_hours,closed_days,course_description,course_list,course_price,course_target,course_time,facility,initation,initation_fee,option,option_description,option_fee,parking_lot,store_name,store_url,tel
"〒970-8044　福島県いわき市中央台飯野4-1ラパークいわき内,												TEL　0246-38-3667",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G ラパークいわき,https://sc1.axtos.com/shop/lapark_iwaki/,tel:0246-38-3667
"〒962-0803　福島県須賀川市古河105　イオンタウン須賀川内,												TEL　0248-94-2712",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G イオンタウン須賀川,https://sc1.axtos.com/shop/aeon_town_sukagawa/,tel:0248-94-2712
"〒994-0049　山形県天童市南町1-1-40　らら・パーク天童内,												TEL　 0120-153-853",［月～金］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）", 有（共用　約750台）,アクトスWill_G らら・パーク天童,https://sc1.axtos.com/shop/lalapark_tendo/,tel: 0120-153-853
"〒999-3122　山形県上山市仙石字元糸目793 ヨークタウン上山内,												TEL　023-666-3433",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G ヨークタウン上山,https://sc1.axtos.com/shop/yorktown_kaminoyama/,tel:023-666-3433
"〒028-1342　岩手県下閉伊郡山田町川向町5番6号,												TEL　 0193-82-2722",［月～金］10:00～20:00［土］10:00～20:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有,アクトスWill_G 山田町中央,https://sc1.axtos.com/shop/yamadamachi/,tel: 0193-82-2722
"〒020-0864　岩手県盛岡市西仙北1-38-10 マイヤタウン グラン内,	TEL　019-635-6075",［平日］10:00～23:00［土］10:00～22:00［日］10:00～18:00［祝日］該当曜日に準ずる・最終チェックインは営業終了時間の1時間前・スポーツゾーンのご利用は営業終了時間の30分前迄,毎週木曜日（他、お盆・年末年始）,"営業時間内で自由にご利用できます。,朝から夕方までの営業時間内でご利用できます。,平日の朝からお昼までの営業時間内でご利用できます。,平日の午後、夕方までの営業時間内でご利用できます。,平日の夕方から閉店までの営業時間内でご利用できます。,土日祝日の営業時間内でご利用できます。,会員プランを組み合わせることができます,（例：ナイト会員＋ホリデイ会員）,営業時間内で自由にご利用できます。","正会員,デイ会員,モーニング会員,アフタヌーン会員,ナイト会員,ホリデイ会員,複合会員,エグゼクティブ,会員","9,000円（税抜）,7,000円（税抜）,4,500円（税抜）,4,500円（税抜）,4,500円（税抜）,4,500円（税抜）,6,750円（税抜）,13,000円（税抜）","16歳以上,16歳以上,16歳以上　,16歳以上,16歳以上　,16歳以上,16歳以上,18歳以上","全営業時間,10：00-18：00,月～金,10:30 -14:30,月～金,13:30-17:30,月～金,18:30-22:30,土日祝全営業時間,組み合わせたプランに準じてご利用いただけます。,全営業時間","ジム,スタジオ,プール,クアプール,浴室,遠赤外線サウナ,シャワールーム,ロッカールーム,パウダールーム,アロマテラピールーム,プロショップ,駐車場,駐輪場,AED","入　会　金,登録手数料","5,000円（税抜）,3,000円（税抜）","べネプラス,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピング、など様々な,「割引サービス」を受けることができます。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,600円（税抜）",約400台（マイヤタウングラン共用駐車場）,アクトス 盛岡,https://sc1.axtos.com/shop/morioka/,tel:019-635-6075
"〒001-0904　北海道札幌市北区新琴似4条17丁目1番25号,TEL　011-374-6212",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,"回数など気にせず営業時間内いつでも自由にご利用いただけます。,1年以上継続いただける方におすすめです。,回数など気にせず営業時間内いつでも自由にご利用いただけます。","正会員,バリュー会員","2,700円（税抜）,2,200円（税抜）","15歳以上,15歳以上","全営業時間,全営業時間","ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",100台（無料）,アクトスWill_G スーパーアークス新琴似,https://sc1.axtos.com/shop/arcs_shinkotoni/,tel:011-374-6212
"〒006-0860　北海道札幌市手稲区手稲山口478-1,												TEL　011-676-9607",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,"回数など気にせず営業時間内いつでも自由にご利用いただけます。,1年以上継続いただける方におすすめです。,回数など気にせず営業時間内いつでも自由にご利用いただけます。","正会員,バリュー会員","2,700円（税抜）,2,200円（税抜）","15歳以上,15歳以上","全営業時間,全営業時間","ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",900台（無料）,アクトスWill_G スーパーアークス星置,https://sc1.axtos.com/shop/pastoral_hoshioki/,tel:011-676-9607
"〒424-0041静岡県静岡市清水区高橋5-1-1 バロー清水高橋店2階,												TEL　054-361-3100",［月～土］10:00～22:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,駐車場,駐輪場,AED",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,600円（税抜）",有　（スーパーバロー共用　無料）,アクトスWill_G 清水高橋,https://sc1.axtos.com/shop/shimizu_takahashi/,tel:054-361-3100
"〒432-8048　静岡県浜松市中区森田町350,	TEL　053-452-6161",［平日］10:00-23:00［土］10:00-23:00［日］10:00-18:00［祝日］10:00-23:00※日曜日は18:00まで・最終チェックインは営業終了時間の1時間前までです。・スポーツゾーンのご利用は営業終了時間の30分前までです。,毎週木曜日（他、お盆・年末年始）,"営業時間内で自由にご利用できます。,朝から夕方までの営業時間内でご利用できます。,正会員様と同居のご家族の方が、,営業時間内で自由にご利用できます。,平日の朝からお昼までの営業時間内でご利用できます。,平日の午後、夕方までの営業時間内でご利用できます。,平日の夕方から閉店までの営業時間内でご利用できます。,土日祝日の営業時間内でご利用できます。,会員プランを組み合わせることができます,（例：ナイト会員＋ホリデイ会員）,全営業時間にご利用いただけます。,（ご利用ごとに施設利用料が必要です）,営業時間内で自由にご利用できます。","正会員,デイ会員,ファミリー会員,モーニング会員,アフタヌーン会員,ナイト会員,ホリデイ会員,複合会員,タイムリー会員,エグゼクティブ,会員","9,500円（税抜）,7,500円（税抜）,7,500円（税抜）,4,500円（税抜）,4,500円（税抜）,4,500円（税抜）,4,500円（税抜）,6,750円（税抜）,3,800円（税別）施設利用料：463円/回（税抜き）,13,000円（税抜）","18歳以上,18歳以上,15歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上","全営業時間,月～日,10:00-18:30,全営業時間,月～金,10:30 -14:30,月～金,13:30 - 17:30,月～金,18:30 - 22:30,土日祝全営業時間,組み合わせたプランに準じてご利用いただけます。,全営業時間,全営業時間","ジム,スタジオ,テニスコート,プール,クアプール,スチームルーム,浴室,遠赤外線サウナ,シャワールーム,ロッカールーム,パウダールーム,アロマテラピールーム,プロショップ,水素水,駐車場,駐輪場,AED","入　会　金,登録手数料","5,000円（税抜）,3,000円（税抜）","べネプラス,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピング、など様々な,「割引サービス」を受けることができます。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,600円（税抜）",212台（無料）,アクトス 浜松,https://sc1.axtos.com/shop/hamamatsu/,tel:053-452-6161
"〒438-0078　静岡県磐田市中泉東町635-1,	TEL　0538-37-8778",［平日］10:00～23:00［土］10:00～23:00［日］10:00～18:00［祝日］10:00～23:00※日曜日は18:00まで・最終チェックインは営業終了時間の1時間前までです。・スポーツゾーンのご利用は営業終了時間の30分前までです。,毎週木曜日（他、お盆・年末年始）,"営業時間内で自由にご利用できます。,正会員様と同居のご家族の方が、,営業時間内で自由にご利用できます。,全営業時間内の60分間ご利用いただけます。,朝から夕方までの営業時間内でご利用できます。,平日の朝からお昼までの営業時間内でご利用できます。,平日の午後、夕方までの営業時間内でご利用できます。,平日の夕方から閉店までの営業時間内でご利用できます。,土日祝日の営業時間内でご利用できます。,会員プランを組み合わせることができます,（例：ナイト会員＋ホリデイ会員）,営業時間内で自由にご利用できます。","正会員,ファミリー会員,ライト会員,デイ会員,モーニング会員,アフタヌーン会員,ナイト会員,ホリデイ会員,複合会員,エグゼクティブ,会員","9,000円（税抜）,7,000円（税抜）,3,900円（税抜）,7,000円（税抜）,4,500円（税抜）,4,500円（税抜）,4,500円（税抜）,4,500円（税抜）,6,450円（税抜）～,13,000円（税抜）","18歳以上,15歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上,18歳以上","全営業時間,全営業時間,全営業時間内の60分間,10:00-18:30,月～金,10:30 -14:30,13:30 - 17:30,19:00 - 22:30,土日祝全営業時間,組み合わせたプランに準じてご利用いただけます。,全営業時間","ジム,スタジオ,プール,クアプール,スチームルーム,遠赤外線ルーム,シャワールーム,ロッカールーム,パウダールーム,アロマテラピールーム,プロショップ,水素水,駐車場,駐輪場,AED","入　会　金,登録手数料","5,000円（税抜）,3,000円（税抜）","べネプラス,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピング、など様々な,「割引サービス」を受けることができます。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,600円（税抜）",120台（無料）,アクトス 磐田,https://sc1.axtos.com/shop/iwata/,tel:0538-37-8778
"〒510-0205三重県鈴鹿市稲生4丁目1-1 三洋堂書店サーキット通り店内,												TEL　059-367-7412",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G 三洋堂サーキット通り,https://sc1.axtos.com/shop/sanyodo_circuit_doori/,tel:059-367-7412
"〒511-0912三重県桑名市大字星川字十二899番地 三洋堂書店星川店 店内,												TEL　0594-86-7457",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G 三洋堂星川,https://sc1.axtos.com/shop/sanyodo_hoshikawa/,tel:0594-86-7457
"〒515-0011三重県松阪市高町332  ザ・ビッグエクスプレス松阪高町店1F,												TEL　0598-20-8940",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G 松阪高町,https://sc1.axtos.com/shop/matsusaka_takamachi/,tel:0598-20-8940
"〒516-0008　三重県伊勢市船江1-10-10　ミタス伊勢内,												TEL　0596-20-8883",［平日］10:00～22:30［土］10:00～21:30［日］10:00～18:00［祝日］該当する曜日に準じます・最終チェックインは営業終了時間の1時間前・スポーツゾーンのご利用は営業終了時間の30分前迄,毎週木曜日（他、お盆・年末年始）,"営業時間内で自由にご利用できます。,正会員様と同居のご家族の方が、,営業時間内で自由にご利用できます。,朝から夕方までの営業時間内でご利用できます。,平日のお昼から夕方までの営業時間内でご利用できます。,平日の夕方から閉店までの営業時間内でご利用できます,営業時間内で自由にご利用できます。","正会員,ファミリー会員,デイ会員,デイスマート会員,ナイト会員,エグゼクティブ,会員","9,000円（税抜）,7,000円（税抜）,8,000円（税抜）,7,000円（税抜）,7,000円（税抜）,13,000円（税抜）","18歳以上,18歳以上,（正会員と同居で15歳以上）
,18歳以上,18歳以上,18歳以上,18歳以上","全営業時間,全営業時間,月・火・水・金・土・日,10:00-18:00,月・火・水・金,13:00-18:00,月・火・水・金,19:00-22:30,全営業時間","ジム,スタジオ,プール,クアプール,浴室,遠赤外線サウナ,シャワールーム,ロッカールーム,パウダールーム,アロマテラピールーム,プロショップ,駐車場,駐輪場,AED","入　会　金,登録手数料","5,000円（税抜）,3,000円（税抜）","べネプラス,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピング、など様々な,「割引サービス」を受けることができます。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,600円（税抜）",1300台（無料）有（共用）,アクトス ミタス伊勢,https://sc1.axtos.com/shop/ise/,tel:0596-20-8883
"〒514-0101三重県津市白塚町鎌田3925-1 三洋堂書店白塚店 2F,												TEL　059-253-1613",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（共用）,アクトスWill_G 三洋堂白塚,https://sc1.axtos.com/shop/sanyodo_shiratsuka/,tel:059-253-1613
"〒510-0007　三重県四日市市別名6-9-6 バロー別名店 敷地内,												TEL　059-325-7097",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有（スーパーバロー共用　無料）,アクトスWill_G 別名,https://sc1.axtos.com/shop/betsumei/,tel059-325-7097
"〒518-0823　三重県伊賀市四十九町1850番地 イオンタウン伊賀上野内,												TEL　0595-41-0581",［平日］10:00～22:00［土］10:00～21:00［日／祝］10:00～18:00,毎週木曜日（他、お盆・年末年始）,回数など気にせず営業時間内いつでも自由にご利用いただけます。,正会員,"2,700円（税抜）",15歳以上,全営業時間,"ジム,更衣スペース,水素水,駐車場,駐輪場,AED,キャッシュレス",登録手数料,"5,000円（税抜）","べネプラス,契約ロッカー,水素水,オンライン,プラス","施設内で万一怪我をされた場合、通院・入院の費用をお支払いする,「お見舞金制度（保険契約）」とレジャー、グルメ、ショッピングなどの,「割引サービス」を受けることができます。,貴重品や小物、シューズ等を入れることができます。,（ご契約時に別途初期費用が必要です）,専用カードと専用ボトルにて水素水が飲み放題となります。,※運動中の飲用やお持ち帰りなど、軽減税率（8％）の適用を想定したオプションです。,ご自宅で人気のヨガや脂肪燃焼系など週60本以上のレッスンが受けられます。,ライブ配信にてスタジオの臨場感をお楽しみいただけます。,※「専用予約サイト」と「Zoom」を利用します 。予約サイトへの事前登録とZoomアプリのインストールが必要です。, (ZoomアプリはApp StoreやGoogle Playからインストールできます。)","500円（税抜）,500円（税抜）,500円（税抜）,600円（税抜）",有　（イオンタウン内共用　無料）,アクトスWill_G イオンタウン伊賀上野,https://sc1.axtos.com/shop/aeontown_igaueno/,tel:0595-41-0581
